"n"	"date"	"dream"
"233"	"n/a"	"(04/07/1998 (#2)) In an earlier dream that same night I was in Bloomington (where I went to college), and it had fallen into incredible disrepair.  I was walking very fast or running by these buildings.  One of them was that dorm-like building just for women, that apartment house that (in reality) Mom and Dad and I had looked at, and that I had rejected even though they liked it and wanted me to live there.  And the roof had fallen in, from rain and snow, it looked like it was made of cardboard, it was so poorly constructed, I couldn't believe it.  Then I ran down beside another one which was supposedly the second-choice place to live among people in town.  And it looked okay.  It seemed like there were different colored houses and windowsills, in a row.    And then I went down to what was supposed to be the first-choice place to live in Bloomington.  I ran down, past the second choice street, and around the corner of the first house.  And I had heard that it was falling over or the roof was falling in.  I looked up, it was a pretty tall building, and the side and the top of the building were made of thatch hut, grass material, it was like pampas grass or bamboo or something.  Primitive.  And it was kind of leaning, it didn't look very safe to live in.  There was some rumor about them not letting people live there, at least in the top floors anymore.  I went around the front of it.  Something about this dream reminded me of the earlier dream, where I had to drive Mom and that girl home and I took the Jeep . . . or my vehicle . . . up that wrong turn and got out and walked in the industrial part of the city.  It was like being back in a city, because that was Dallas, that other dream, but it was like being back in a city that was rather empty, and I wasn't lost geographically, but sort of a searching feeling or looking without being productive, traveling, moving without being productive, in both of these, there was that feeling, although in this present dream in Bloomington, I wasn't necessarily unproductive, I was just looking.  I had another recent dream, a few months ago, about Bloomington and the houses there, going into the houses and seeing how people lived there, I can't remember when that was.  In both of these dreams, the weather was kind of gloomy, dark and cloudy and about to rain."
"234"	"(05/10/1998)"	"I dreamed I was spending time with Mom, over days, socializing, and I felt after a while like I needed to be away from her.  I was more than annoyed, I really felt I needed to be away from her.  Also dreamed about living at the top of a steep hill, and trying to maneuver a U-Haul truck up there and into the driveway and garage.  Dreamed about the roads around this place, steep, back country, pine trees, and some of the people around there."
"235"	"(05/??/1998)"	"Had another dream about Erik, a follow-up to the dream of meeting him at the party.  It was more involved, spending time with him."
"236"	"(05/14/1998)"	"I was in Muleshoe Canyon, the left fork.  As I walked in the canyon, to the east I saw a side fork slot canyon that I had not noticed before.  It was more like a tunnel or cave with a high ceiling, closed in at the top.  But it went back a long way, curving.  I went in a ways, a little hesitantly.  I had never noticed this side canyon before, which I wondered at and was amazed at.  Was it here all the time?  It was like those dreams where you find a room in your house that you never knew was there.  In the side canyon it was dark and hard to see, my eyes had to adjust.  It seemed like there were people living in there, pockets of groups of people and children, maybe even dogs too, who had made the side slot-tunnel their home and now lived in there.  They seemed poor or unfortunate, they were living on the dirt floor.  I came upon them in little groups, and didn't want to alarm or disturb them, it seemed they felt they had found a hiding-place from the world, and now I had opened it up - hikers! tourists!  I didn't want to bum them out.  Also in this dream a group and I had to go do something, we went alternately from Muleshoe Canyon area to some city, motel, or office/bank building.  I remember the ceiling in a motel or office building, a stifling claustrophobic feeling, and looking at the rectangular windows right under the ceiling.  There was waiting time with them while we scheduled our obligations.  Then back to the canyon.  So there was a contrast of living in a canyon and living in a city."
"237"	"(05/15/1998)"	"I dreamed I was a dog.  I was on a trail behind some person, my master, and sniffing around the trail, and nosing my nose up to the person's hand.  I think I was a male dog.  I felt completely like a dog, not like a human feeling like a dog.  All the dog feelings came in, present sense impressions, and very present desires.  There was no future or past wondering.  After a while on the trail, I wanted to mate a female dog soon, I was anticipating that."
"238"	"(05/31/1998)"	"I was in a country setting, in a room or house.  I had been left to take care of another dog along with Maddie, someone else's dog.  I took them out somehow to another house down a country road, but when I decided to come back, I couldn't maneuver whether to tie one up, walk one back down the road, go back for the first one later, or take both or what.  Or I had to go get a car for someone or do some errand, I think someone called while I was watching the dogs and I had to go do something for them, that's how I found myself out with the dogs but perplexed how to come back with them.  In this dream my truck was broken down and unavailable.  I felt frustrated and a little unable to handle both dogs without a car, and resentful of being left to deal with all this.  But then the solution came serenely to me, I thought, ""Oh I can just do it this way, why didn't I realize that."";  I think I just took both dogs with me, though I don't remember the final decision.  It felt like my friends or my people had all gone somewhere together, and had not included me.  That's why I was left with the friend's dog.  But I wanted to be with them.  I felt left out.  I went to a house I knew they'd show up at, still in the country.  It had feelings of my house at the Maze, but did not look like it, it was bigger.  The people I had anticipated started arriving.  It was like a party or gathering starting.  Everyone was in a party mood, opening beers, laughing.  I started to participate, got party-feeling, talked with people.  The guys all seemed very attractive and cool, almost too cool and good-looking for me.  I felt like I didn't really fit in, or like they hadn't invited me, so why was I there.  At one point, one of the guy's dogs came into the house, and he had little roller skates on his paws, and he could skate pretty well and turn corners.  More reinforcement that these were cool people, they even had cool pets.  At another point, I started changing clothes right in front of people, of guys.  I'd take off my clothes and then walk quickly to the next room, like I was going to change, flirting.  And I was not even that skinny in the dream, I was heavier than what I'd be for doing something like that, but I told myself it didn't matter, that my body was beautiful anyway.  Then I started feeling like I was not really wanted there, a misfit.  I had not been invited, I just came there, and because I'd been feeling like they left me on purpose in the first place, now I started feeling like secretly they were wondering why I was there, or wishing I was not part of the group.  My flirting and taking off my clothes seemed inappropriate to me, and I was embarrassed for myself.  Then I dreamed I felt too deeply asleep, and needed to come out of it a little.  I felt groggy and way under.  I tried to wake myself up.  I woke up, I felt myself come up one level of consciousness, and found myself waking up in the north side Circle K (a convenience store) here in Moab.  I asked myself if I had really woken up, or if this was just a false awakening.  I kind of pinched my arm and looked down at myself, did I really wake up? [Actually, no I was still dreaming, but I thought I had really woken up.] First I was alarmed at having woken up in Circle K.  It was morning and the store was opening.  How had I fallen asleep there, why had they let me sleep there in the middle of the floor?  Apparently they let me know they had let me sleep there overnight while the store was closed, because I had fallen asleep right there and they didn't want to wake me, apparently it was something they did for customers who fell asleep there.  Unlikely, yes, but I did not catch the illogicalness, I still thought I had really woken up.  I was deathly thirsty, I wanted a Diet Coke real bad.  I tried to get one from the fountain.  I couldn't find a decent cup of a size I wanted.  They were all monstrously huge, like small plastic barrels.  I kept pulling them out and looking at them.  Finally I found one and wandered around looking for the fountain.  The ceilings were really high, and the store was much nicer, like oak paneled walls and cathedral ceilings.  This surprised me.  I went to get ice.  First, I couldn't get in to the ice machine.  Then I couldn't get enough ice from the water it was floating in, though I was scooping, it was too scant of ice.  Then some woman was letting her baby swim in the water catcher under the ice, right by me, which is also where one scooped up the ice, from the water.  I was annoyed that she was doing this.  I scooped up ice, but then thought, that baby had probably peed in the water, so I threw that cup out.  I really needed a drink.  I went to get ice at the next ice machine, and I realized this was a more complete store than before.  There was a bar there.  I went to pull back one of the horizontal panels, thinking there might be ice under it, and was intimidated by the bartender, a woman.  I walked slowly along the wall, and pulled back a little curtain.  Behind, there were two bathtubs, ready if some customer wanted to buy a bathing, like a truck stop.  I was surprised, I had thought this was just a convenience store.  Then I realized that that baby had been swimming where you were allowed to swim, that I had been harsh and critical and that woman had been in the right to let her baby swim there.  Then I got worried about Maddie, I called to her, and she came in the store door right away.  I was relieved, I realized the highway was just out front, I was glad she had stayed near, and reproached myself for not securing her immediately upon waking there.  I took her outside to tie her up to a bench, so I could go back in and again try to get a drink.  I took a long time picking out a perfect spot to tie her up.  Part of the ground in front of the benches was sunny and part was in the shade, I wanted shade for her.  I chose a spot, but the leash didn't reach too well, so I picked another place to tie it.  At this point it didn't feel like Moab - too many trees, more garden-like.  It seems like a person or couple was watching me do this, noting how much time and care I took just to pick a spot to tie her."
"239"	"(06/23/1998)"	"First I was biking at night with someone else, to a job or something, along a complicated series of concrete ramps and corridors.  We had to know where the unlocked door was and how to get past a guard.  Then I was at an auditorium with other people where Shawn Colvin was preparing to perform that night.  I talked with her close up.  I asked her if she personally received any of the letters people sent her.  She smiled and said no, did you send me one?  I said yes.  I thought of getting it for her on my computer, but realized I didn't have my computer with me.  I told her I was a lawyer, but I was so nervous speaking to her, my words came out kind of mispronounced.  The next sentence too was mispronounced, as if I was slurring the words or over-pronouncing the vowels.  She looked different than I thought she would.  Her hair was the same, short and stylish, but her skin was darker and she looked older than I thought she would.  She spoke animatedly, with a lot of personality, and moved her eyes expressively.  I liked looking at her face and knowing I finally got to meet her.  I was awed and happy being by her, but felt just like all the other ordinary peons there, especially without my computer, and I wanted her to remember me and to stand out, that's why I told her I was a lawyer.  She asked for my business card.  I tipped my briefcase on the table to look inside, and it was so empty.  I realized I am hardly being a lawyer any more with that empty briefcase. [In reality I did give up practicing law for good when I left L.A.] I couldn't find any cards in my briefcase so I looked in my purse, in that little black vinyl card pack.  But the cards I pulled out had yellow spots on them as if food had dried on them, all of them, and they were old.  I was chagrined and looked for others, in my purse and briefcase.  I pulled out these cards that were more recent, but they had little tags on them to hang on a shirt, like ID tags for an employee, the tags looked like those twist ties on produce bags.  And I realized they were for my identity in a much less glamorous capacity (like being a waitress), not as a lawyer.  I thought of getting an old card out, like an Amwest card, crossing out the old phone number and writing in my current one.  But I ended up not giving her a card.  Then her son came up from the seat area and asked her something, and she talked to him.  He was about 7 or 8.  I was so surprised that she had a son.  I had always thought from her songs that she was a loner like me, independent, or even unable to find a relationship.  But here she had a happy son whom she loved.  I thought, then that song she wrote about ""would I be saved if I were brave and had a baby"" was not even true, because she already had one.  I felt like she'd lied, almost, and felt abandoned, because I continue to live this life alone and listen to her songs and relate to them, and here she was not even that person like me."
"240"	"(07/10/1998)"	"I was in a home that was beautiful, peaceful.  There were gardens and elegance, and an atmosphere of quiet luxury and peace.  I enjoyed my time there, it seemed I did really nothing but my own little projects or enlightening my mind.  I lived alone.  I didn't really feel I fitted in with the home yet, given my lifestyle and homes the past few years, but it was more like the home that I could see myself in the future, only I was experiencing it right now.  One evening I looked out the window, and at an angle, near the front yard, I could see a family starting to camp out on my lawn.  They just parked themselves there, by a creek or something.  It annoyed me, apparently in the past other people had mistaken my home for a national park and tried to do the same.  Then it seemed like this family had been camping there several days already, and I was now sick of it and going to speak to them.  I asked the mother to come into the house.  She was actually really well-dressed for camping, well-groomed and almost dressed up. I faced her, and told her, look, this is my home, and you have camped with your family on my lawn.  Then I added, if you had been a dirty or scruffy type of people, I would have asked you to move it when you first got here, it's only because you look nice that I have tolerated it all these days and not said anything til now.  I thought she would get the message and leave.  But apparently, my last statement was taken the opposite way.  She took it that their presence was okay since they were clean and well-groomed.  Before I knew it, they had all come inside and prepared to stay in the house with me from then on.  They made themselves right at home, choosing bedrooms and washing up.  I felt invaded and taken advantage of.  It was similar to those old dreams I had after Lynn.  I didn't know how to get them out.  Then I was in another house, not mine, with several people.  Dad was there, and we all took mushrooms and tripped.  I couldn't believe Dad was tripping with us, but as it got more comfortable, it was really fun.  I felt I was close enough with Dad to do this with him, but also felt guilt at introducing him to tripping.  It was a very mild trip, several times I questioned whether I was even tripping, it was so light.  At one point, Dad and I were talking, and I admitted that some people had invaded my house and were staying there without my permission.  I told him what I had done to solve it, but I can't remember now what that was.  There was some big feeling about admitting this to him, similar to the feeling I had when I thought 'what if my parents knew Lynn had called this last Wednesday and said he was in town' [although he wasn't; he had made it up] - I was going to keep it from them.  Dad offered no advice or assistance about the people in my house.  Later, Dad and I discovered we could fly, because of the mushrooms.  Little flights - you had to start walking, and think about flying, focusing, believe you could fly, and then we would take off and fly.  It was never far from the ground.  We experimented with it all over.  There was a beach outside the house, and we both flew out to that and were amazed.  It felt fantastic, so freeing, such mind power.  I got better at it, and could fly down the hallways in the house.  Out on the beach, I discovered Dad and I had flown out there with these huge tubular balloons.  They were two or three times our height, and we were playing with them.  Then the one I had brought out there disappeared, and I found out the woman who had invaded my house earlier had taken it, because she believed the balloon was the key to be able to fly.  I was mad about that, her greediness, taking mine without asking because of her erroneous belief, but it was humorous too, her human nature.  Again I was reminded that people had taken advantage of me.  It didn't matter, I could fly anyway, and kept flying little spurts all over.  I flew through the house hallways, I remember the process, looking down and believing over and over I could fly, and then the lift-off, so exhilarating each time it worked.  Then I went outside and flew up a little steep path through close trees, and emerged on top, like at a road.  "
"241"	"(07/11/1998)"	"I had bought a big house, somewhat impulsively.  I think my parents helped me out with the loan, but they had not seen the house.  It was a house I had always wanted.  I'd been there before, and when it came up for sale, I bought it quickly.  I wanted it so much I didn't really think about whether it was really a good house for me.  I went through the rooms after it was mine, exploring it all.  There were about four bedrooms and four baths, the whole place was huge.  There were some cool things, one of the baths had a huge rectangular shower, as big as a room, and it was connected to a dance studio, where the previous owners had had their kids taught ballet at home.  There were many other cool things about the house, I think I was entranced mostly with the bathrooms, and the master bedroom.  And it was located in the desert, remote from everything else. [I knew when I woke up that I have dreamed about this house in detail before.] I knew all about it in this dream, every room and quirk, and felt I had been there a lot.  But as I walked through, I began to get uneasy and realize this house was way too big for me alone, and that I had made a mistake in buying it.  I remember the mortgage was $725 a month.  The house was weird too, it really had some funky things to it, I felt I had made a mistake, that I hadn't thought it through.  Once I even thought, wow I wish I had stayed at that last house I was renting out in the desert instead of buying this huge place.  My family was due to arrive for a visit, and I was worried about what they would think of this place.  When they came I showed them around, showed my middle sister that big shower and the dance studio door, and I felt increasingly like they thought I had gone nuts and should never have bought it, like it was a bad idea.  My family was outside.  There was some big party going on there on the grounds, like a carnival.  I was inside, still exploring the house's weird points, and my niece was with me.  She was a bit younger than now, maybe three.  I noticed an odd window, sort of like a dog door high up on the wall, it had a flap on it.  I wanted to go through it, I saw there was a tall ladder leading from it outside down to the grass.  I knew my family was out there, with the crowd of people.  I climbed up to the window with my niece and asked her, do you think you can go through this with me?  She said yes, so I climbed through the flap, and turned around on the ladder to help her.  She climbed through, and I told her to grab on to my neck, which she did.  She was on the underside of the ladder or something, or backwards, so I talked her through each step to get her turned around right and hold on to me, and she followed every step as I said it.  It was satisfying having it work out, with her.  And so detailed.  I'd say, ""now take your left hand and put it there,"" and she would.  Then I had to climb down with her holding on.  I started to climb down and the ladder swayed away from the wall, it was not falling, but swaying balanced, almost at the torque where it would sway backward.  I knew we could still get down okay.  But then two young men came from the party to the foot of the ladder and held it while we climbed down.  I was very grateful to them for helping, because with my niece I had an extra risk.  But when I thanked them they just turned away and ignored me like they didn't care.  Their faces showed no emotion at all.  On the ground my oldest sister (my niece's mom) came up, and I saw Mom and Dad there near the party.  I still felt embarrassed about buying the house, it was hard to face them."
"242"	"(02/??/1999)"	"I dreamed that I was having a drug trip.  It was kind of like a mushroom trip, it felt like that.  Some of the details were, I was outside, and I definitely knew I was tripping on a drug.  At one point I was in a cave, a cave like you would find cliff dwellings in.  I was in the back of the cave, crouched down, looking for something or crawling back further.  And a person or a voice said to me:  How many people do you have left to meet?  121, 122, 123.  And it repeated this over and over, sort of in a joking way, in that cosmic joking way.  How many people have you left to meet?  That's how it was worded.  And then counting, 121, 122.  I understood that to mean how many people I had left to meet in my life, of consequence to me.  It disturbed me a little in the dream, because I kind of thought it was telling me that this being knew when I was going to die, and through the drug trip I had opened up some communication with that knowledge.  At the end of the dream, I was running down a road, it was night, I was running after something or someone.  And I started to change into a mountain lion, or a large cat.  My body changed in sections, starting from the back, until I was a cat or a mountain lion."
"243"	"(03/31/1999)"	"I was with Terri G, (a client from work), and she had her daughter with her. [She has one daughter in waking life.  Emmy, a blond girl, and I really love Emmy.] But in this dream she had another daughter, a little older than Emmy, with dark hair.  And it came to be known to me, that this other dark haired daughter, was probably really mine.  It wasn't like: this is your daughter.  It was like: there's a great possibility, coming close to a probability, that this girl is your daughter Tara.  I looked at her in the dream and I thought, ""How can this be possible.  How can it be that I don't even know I have a daughter. I mean, a guy might not know.  But a woman would know if she had a baby.""  And I remember thinking, sitting with Terri, that I was feeling really bad about not taking care of this daughter.  Not realizing I had one and taking care of her all those years.  Also in this dream, I dreamed at a different point that I was making a birthday cake, either with my middle sister or for her, but I think she was there making it with me.  It was this really huge birthday cake in sections, it had half-circle sections and square sections and you had to put them together and sort of construct this cake.  And by the time we were done it was so messy, so unruly, it really looked like hell.  And then we had to get it downstairs from where we had made it.  And by the time we got it downstairs in all these pieces, trying to keep it together, it really was just about falling apart.  Disappointing.  But there was some sense of celebration or happiness for my sister."
"244"	"(04/01/1999)"	"I was in a neighborhood, a street that I knew well.  As if I worked there and lived there and walked up and down the street there and knew all the people in that place.  Sounds kinda like Moab.  I was familiar there, I felt comfortable there, like it was my home.  I went into a nightclub, and there was a girl that I knew there, she was about my age, and she worked there, and maybe I worked there too with her, but I met up with her in there and we talked.  Then I started to go home.  I walked back down the street.  It was night, and I was telling someone, I'm buying a house here, it's on this street, and they said ""Which one?""  And I looked across the street, along all the houses, and I couldn't really remember which one I was buying.  It's not that they looked all the same, it's just that it was too unfamiliar to me, it wasn't my house yet, so it was hard for me to pick it out and say that's the one.  But then I realized that, oh it's probably this one right across the street from me and then one house down.  Then there was a little segue where I was inside the house eating soup or something from a bowl at the table.  I was all alone.  It's like I had just stopped in there to use my new house for dinner and then I was gonna leave again.  When I came back out this segue merged with the part where I was telling someone I was buying a house, and I realized I had been in the wrong house.  And the person I was with was laughing at me, saying ""you don't even know what house you're buying, you can't remember?""  They thought that was so humorous.  And then I looked at this house again and I went: no, it must be a house further down the block, that's right.  I started to remember better.  And then details of this house that I was gonna buy came to mind.  And it was set up totally different than the house I really am buying [in reality] .  It had a front patio area or garden area that had a wooden fence.  A tall wooden fence, which I don't have at my house.  And it had a swimming pool sort of on the front and side of the house.  And then I saw myself coming out of the house by the swimming pool and I remember thinking ""Lynn will really like this.""  Not Lynn ""would"" like this.  But that when he sees it, he'll like this, the way this is set up, with the swimming pool.  Next in the dream, I'm with this woman that I had seen earlier at the club, and we apparently live together, in another place, that's kind of small and old and kind of run down, a rental home.  And she's come home and we're doing our things in the evening in this house.  I have somehow acquired a child, it's a little boy, he's blond, and he has some problems, like behavioral problems.  I'm not sure how I acquired this kid.  I think he was abandoned or someone asked me to take him, take care of him, and so I have been taking care of him in this little house.  This girl I live with is very supportive of me taking on this kid.  She wants me to.  She thinks it's a good thing.  And she may even have a child of her own there, taking care of it, so she wants us both to be doing that.  But there comes a point where someone outside our circle protests the fact that I have this child.  He comes and he's talking to the girl I live with, saying, how can she just take this kid, what if it's someone else's, what if someone else has rights to this kid, can claim it, she has no standing.  And the girl is sticking up for me, saying, she's been taking care of it, it is hers.    And while they're having this conversation in another room, I go to look in on the little boy, and I look through a window and a doorway into a room in our house.  And I see him, he thinks he's alone, and he's pacing slowly toward the wall, and on purpose he'll let his head hit the wall, bounce back, and then back up backwards, pacing to the other wall, hit the other wall with his back, and then pace forward to the first wall and hit his head, just back and forth.  Like autism.  ""He's in bad shape,"" I think; he's not acting very normal.  And then he hears me or I open the door and he sees me, and he turns around and I see his face and it's this very wide, young, chubby face, blond hair that's long and needs a haircut, and he smiles at me, and his cheeks and eyes are sort of wide-set.  I mean he looks nothing like me.  I feel very distant from him, very much like a stranger to him.  I really have no place taking care of this child, first of all, because he feels like a stranger.  I don't feel close to him, I feel weird about him, and second of all because he's obviously got some major problems that I'm really not equipped or experienced to handle.  And third of all, it occurs to me that I've just left him alone practically all day, and what the hell kind of parent am I making, that I leave him for such long periods of time with no supervision at all.  And I feel like I could never make his problems better, I would only make it worse.  I don't really take care of him correctly.  I'm not really there for him.  Somehow I overhear the conversation that the guy is having with my roommate.  They must have been on the phone, and I come into the room.  He's not there but he's talking to her, and I say to her, you know, wait, no, don't stick up for me.  Because if that guy is meant to have this child, and I'm not meant to really take care of it, then I trust in the powers of the universe to let the right thing happen.  And if I'm not meant to do this, then it won't happen, and that's fine with me.  She's looking at me incredulously, like how could you give this up.  And I just feel like, I'd almost rather the guy take this child off my hands.  All of a sudden I just don't feel up to it.  I don't want to fight that fight.  And I feel like, if someone's coming to claim this child, I could very easily back out of this, and feel like it wasn't the right thing for me anyway.  I did feel strongly convinced in this dream as I was telling her this, that the universe does provide everything we need.  I've seen it over and over in my life, when we think we're being denied something, or we're not getting something, we're really getting something else, i.e. the thing we actually need for growth or evolving.  I said that with conviction to her."
"245"	"(04/02/1999)"	"This was a really beautiful dream, in a lot of ways.  It was full of hope, and beauty, and excellent plans for the future.  In the dream I knew I was buying a house, and I went to go see it one day.  I came upon the house I thought I was buying, and it didn't look anything like the house I'm really buying.  It was larger for one thing, 2 story, and 3 bedrooms and 2 baths.  I was walking through it, looking through the rooms.  2 of the bedrooms were downstairs.  I was picturing the floor plan in my head.  One master bedroom was upstairs and I was picturing how my furniture would look in there, which room I would like my bedroom to be.  And I thought, why not make the bedroom in the back family room, because the back family room had these sliding glass doors that look out onto a wooded back lot, it was very private, it was out in the country, it had land and space around it, and a lot of trees right outside the house.  And I thought, how cool, I'm not going to use the bedrooms for bedrooms at all, I'm going to put my bedroom in the back family room, because it has high vaulted ceilings, and it opens up totally to this back yard area, and it seemed like the windows were 2 stories tall too, like in that part of the house, the second story was open.  Also out back there was a barbeque grill area.  It was a stone fireplace setup, just out back on this concrete patio.  And I also thought that was very cool, I really liked that, and at one point in the dream there was a little gathering there, and somebody was actually grilling meat over a little fire they'd made in this stone fireplace.  But at some point in there, as I was thinking about the floor plan of this house, I realized, this is not at all like the house I'm actually buying.  This house is much bigger, and it has more bedrooms, and a LOT more space, and more rooms overall, and the option of using the back family room for my bedroom, that's not even possible.   I was thinking, this is not the house I'm buying, what is the house I'm buying?  For a long time, I couldn't bring it up from memory, I couldn't remember what the house looked like.  But after a while, I suddenly remembered the house that I am buying.  I got a picture of it in my head, and I realized again with a shock, this house that I'm in is not the house I'm buying.  And I was a little bummed out about that, because I realized that, with the house I'm buying, there aren't the same kind of options, I can't make any room I want into the bedroom.  There's only one living room, and I can't make it the bedroom.  But, despite that realization, the dream continued, and now this house that I was in, looking at, thinking I was buying, became (it just sort of merged, segued into) an even larger house, and this place was really unusual.  It was three stories tall.  And it had this central or main living area, a long cylindrical column done in white stucco, that was all open, going up all three stories, and then there were ledges and jumps around the edge, also white stucco, that got you to different rooms, like the bedroom.  I went up these ledges thinking HOW incredibly cool this place was.  I loved the setup of it, I loved that you had to kind of climb to get to your bedroom.  All the ceilings were high, I remember looking at all the ceilings.  The bedroom ceiling was high, even though it was up on the third floor.  By the ledge that went into the bedroom, was another ledge that I hadn't looked in, I hadn't gotten on it when I first looked at the house, so this was a surprise.  I got on that ledge, and went into the room that it led to, and it was a bathroom. It was the master bath but it was like the whole room was the shower.  It was huge, very very tall, tiled room, with what looked like a bowl-shaped floor.  It sort of sloped down, the floor wasn't just flat, it saucered down to a place where you stand, and there must have been a drain on there, and the whole room was the shower, like you just stepped into this tile room to bathe.  It was a really neat shape, it was really up high, on the third floor, you could look out into the whole rest of the house while you were taking a shower.  And it was so cool.  At one point, I was up on those ledges looking into that cool bathroom.  And Maddie came up to join me.  I told her to go back down, and I watched her leaping from ledge to ledge to get back down to the ground floor.  It was really cool.  After the house became the largest version, the three story one, there was a party in the house and a lot of people were there.  It was already set up for living.  And a guy came in that I knew and liked.  He was kind of like John N, one of those big good-looking, strapping fellows.  He came in and I said ""Would you like to see my rock frame?"" [In reality I had constructed a picture frame out of slickrock, an idea I thought up while driving to move back to Moab.] And he said ""Yeah.""  Dad was in the room, and I was aware that Dad was watching me and that I was showing off the frame I made, but I thought, fuck I deserve to show off this frame, it's gorgeous and unique, and it was hard work to make it.  So I went to where I thought the frame had been set up, and it wasn't there, someone had pushed it back further, behind sort of a curtain.  It was back further than where I thought it should be displayed.  But I saw it immediately, I mean I picked it out, even though it was dark, with the party and the people and everything.  I went and got it, and I showed the guy my frame.  And Dad came up and he took the frame out of my hand, and he said ""Now how did you do this color, right here?""  At that point the frame became different, it had some rocks inset into the bottom slab of rock, and it was more artsy, like I had done colors or sand or rocks, glued them in to the slab.  I thought he was pointing to the glue, and I thought to myself, It's JB Weld, Dad.  But then I realized he was pointing to the rocks that were inset in there, and I told him, ""Well that's mud or ashes (or something),"" and he took it and he like, hit one of the rocks that was inset to point out to me what he meant, and the rock fell out, it broke off and fell out.   He didn't even care.  It fell out, and he didn't even look for it on the ground.  He started to give the frame back to me and walk away, and I said, ""Dad wait, you knocked this rock out, and we need to find it so I can put it back in.""  And I started looking around the ground for the rock.  For some reason, although we were inside the house, the ground was covered with rocks, as if we were outside, there was gravel and sand, rocks all around, and I couldn't find the rock that had fallen out.  I wanted him to help me because he was the one who had seen the rock before he hit it, and I wasn't really sure what it had looked like, the one he knocked out.  And I got this impression that he didn't care about my frames (my creative work or my ideas), he wasn't impressed, he didn't think it was much of a business, or that it would ever do anything for me, it would never go anywhere for me, that it wasn't a worthwhile endeavor."
"246"	"(06/12/2000)"	"I lived in another place, maybe even another country.  It was night and there were other people there.  I could see between tall structures, but I did not know if they were haystacks or adobe buildings.  It started to feel like Mexico.  We were up high, like on a plateau or high desert, in a little town.  I asked one Mexican man if he wanted to become foreman or manager of our farm.  I looked over beyond him and there was some smoke.  But it looked too far off.  The other people were not concerned and we kept talking.  Then suddenly it was clear that that fire was bigger and moving quickly toward us.  We all started moving between the haystacks or adobe structures to run from the fire.  Either I had trouble running, like it was like swimming, hard to get moving fast, or else I felt like I was moving fast but upon looking around saw that everyone else was barely poking along.  I got more scared, and turned off on a side street, to find these tanks or barrels of water.  I was going to get in them and hide from the fire.  Later I came out and asked if anyone knew where a lake was near there, in case I ever needed to jump in it to get away from a fire.  Yes, they said, there's a lake up at the cemetery.  I felt funny that I did not know about this lake, like I should have known.  I pictured the lake in the cemetery in my mind.  I did know about it, I think, and had just forgotten in the scare.  But right then the place felt the most foreign to me, like another country, like Mexico.  It was more humid than Utah, greener, higher.  I was conflicted about whether or not I should have known about the lake.  Like how new was I to this place?  I was reminded of how [in reality] me and Jaroslav wanted to move to Valparaiso, Mexico."
"247"	"(??/??/2008)"	"I dreamed I was hiking. I came to a wide open place, maybe beside a lake, or maybe beside a large meadow.  There were rocks all around the edge of this open place. I looked up, and the whole sky was made of rock! It was arced, or curved, so that it was high overhead, but appeared to curve down and maybe connect with the horizon or edge of the earth. The rock sky was made of plates of rock, very large, and the hue was white to light yellow to dark yellow, almost yellow-orange. It was not one solid rock, but overlapping plates of rock.  The amazing sight filled me with euphoria and love for the canyon country I live in.  As if the thing I love the most became my whole world, completely surrounding me."
"248"	"(01/??/2009)"	"I was at work at Buck's Grill House, and the homemade ice cream flavor that night was:  dried fig, cherry, and parachute cord.  (!)  And I looked in the big bucket of ice cream that Tim had made, and there were actually small pieces of parachute cord in it (along with cherries and figs). Even in the dream I thought this was odd."
"249"	"(??/??/2009)"	"I was in Mexico, some border town, like Nogales I think. The streets were dark. It felt dangerous. I knew that drug runners and gangsters were near and running around, and I was a little scared. I saw Tania (from Pasta Jay's), and went to her. The area was a street, but there was construction or ruin around. There were big blocks of concrete, barbed wire fencing, and concertina wire.  When I was near Tania, I felt less scared. Tania pointed to an opening between or above some blocks of concrete, and I saw a huge bluebird looking at us. He was enormous, like twice the size of me. And he was looking straight at us and conscious of us. His expression was quizzical. Tania said ""he wants to kiss you."" And I jumped up, climbed on a piece of concrete, went toward him, and said ""I want to kiss the bluebird!""  I was eager to, I felt like this was a really unusual occurrence, so magical, mystical even, and that the connection would change me forever. I put my face close to his and his huge eye was looking at me as I kissed him."
