"n"	"date"	"dream"
"1991-005"	"(7/4/91)"	"#1991-005 (7/4/91) (Note: long interim without dreams.) Very vivid: I am staying with a friend from the Book Cafe or the Retreat Center; I see JUNE and others. Wendy has a baby, and when she puts it down, I say: ""Count to 20 before you pick it up, or you'll spoil it."" I am to catch a train and to go next door where the Bergs (old friends from the '50s) live. I see ELLIE B. - she is telephoning. I look through the apartment for a phone and try to find their name, which I had forgotten. Someone says: ""The train is very crowded; it will leave in 3 minutes."" I go back to change my clothes and get my bags."
"1991-006"	"(7/12/91)"	"#1991-006 (7/12/91) I am in the hospital -- why? They bring me a huge tray of food with lots of meat!, soup, bread, plus extra for a guest. Good talk, then interrupted by a tall man - an acquaintance, who stands by the door and asks Marissa some questions... I am at home, I just walked out of the hospital and no one stopped me; I call in to explain, so as not to get a bad mark on my record.!!"
"1991-007"	"(8/6/91)"	"#1991-007 (8/6/91) Zena PENNINGS & DAN G. are getting married and they give us all favors to use at home: they look like this: [see drawing] obvious sexual meaning."
"1991-008"	"(9/4/91)"	"#1991-008 (9/4/91) Book Cafe Open House at a place like Seabeck, WA., I see GORBACHEV there. I go down to sit next to him! I talk with him; he looks like a lot like my father. I ask about Raissa and about his children; then others come by and say something like ""being linked together""!"
"1991-009"	"(9/13/91)"	"#1991-009 (9/13/91) I am at a big gathering: we are in danger - imprisoned? Then we are suddenly delivered and freed! Everyone starts ordering food, esp. hamburgers. I walk with a woman and we talk about movies that are somewhat risque. Then we walk through a big dining hall and I see ANNE CALOTT and DEMI M. (church women) - very clear. They order food for me, fried things, etc. Then they tell me that KIM is getting married ""to a nice guy."" House looks like one in Vienna.! Finally I leave the house through a glass door and realize that I can observe all the kids through it and see them come and go. I have forgotten my black raincoat. (Don't own a black raincoat.)"
"1991-010"	"(10/5/91)"	"#1991-010 (10/5/91) I go to Pedro's house, he is fixing his bike. I think I will take my bike out too, but I can't remember the lock combination. I turn it various ways, but it won't open. Pedro goes on and I ask ""How much time?"" he says: ""Oh, lots of time."" Then we can do everything. Later we ride with someone and he (who?) kisses me on the mouth, very sexy. I am in a restaurant and eating scrambled eggs and I wait for Pedro to arrive; it looks like Vienna!"
"1991-011"	"(10/12/91)"	"#1991-011 (10/12/91) Eli comes in from the kitchen door: I embrace him and we walk around in a circle several times, like a dance. Then Eli pushes me, compulsively to the front porch of our house, it is completely free of books and has beautiful flowered wallpaper, no windows; it looks like a regular room. Eli stands at the N end against the wall with the wallpaper. A man with a muslim type shawl wound around his head comes and stands next to him; he begins to explain his faith to Eli. I step back and begin to DANCE, clicking my fingers like castanets!! I think it is rather sexy. I am aware of Eli watching me, it is exciting. Then it shifts and I drive in a car with Wendy and some older folks to an ART GALLERY. We enter and Wendy stops to talk to some women she knows. It is dark with only dim lighting. I walk into a hall down the way and it has almost exactly the same wallpaper as I saw on our front porch with Eli! I am amazed... I call to Wendy, ""What a synchroncity!!"""
"1991-012"	"(11/11/91)"	"#1991-012 (11/11/91) Our house has a big hole on the side toward the H.'s house. In our backyard there is lots of snow and a big black ""lake"" of dirty water. I wonder when the hole in our house can be fixed and when I return after some time (vague) I see the hole is repaired with many small MOSAIC STONES. ""They fixed the hole,"" I shout, very happy!"
"1991-013"	"(11/12/91)"	"#1991-013 (11/12/91) Another dream in which I find an abundant supply for all our needs; earlier found a huge storage area full of scrambled eggs...."
"1991-014"	"(11/14/91)"	"#1991-014 (11/14/91) I am completing a PUZZLE by hitting an appropriate key so one can hear a song or music, from a box-like thing: with complicated instruction..... I am working at the Book Cafe downstairs while Margaret is upstairs writing in a sunny room! It is a room that was once ours. I see my father's Encyclopedia books case (which Zena and Mark have and have revarnished). I see it smeared with some ugly black varnish... I AM ANGRY ""Why did they have to do that?"" Then I go downstairs again and take a tray of green cakes to a corner store to buy wine for the Book Cafe. I leave the tray there as dash off to get change. I run back over mountains of snow on the curb and return to the Book Cafe without the tray of cakes. I tell Margaret: ""I confess I forgot..."" Margaret is not exactly angry, she sends FRANK TRNKA to get the tray and tells him to close up the Book Cafe. -- I leave and walk home with Wendy, we again climb over huge snow mountains; she is moody and tired when I ask about her day. She says she'll tell me later."
"1991-015"	"(11/17/91)"	"#1991-015 (11/17/91) I go swimming with Steve, not Pedro. We have to take the train, I forgot my money and borrow $15.- from Steve. I promise to pay him back by getting the money at home and returning to pick him up. I take the train home and get involved with Zena - some problem I can't recall; M. is using the phone, so I am delayed, so I decide to page Steve at the Y and tell him I will be late. I call and she asks me to wait while they page him. I realize that he must have gone on to work by himself. I call him at work and he says ""Never worry, see you tomorrow, keep the $15. We can share the shampoo"" (expensive kind)."
"1991-016"	"(12/19/91)"	"#1991-016 (12/19/91) A PRIEST who is a photographer has taken many pictures of me, even while we attended Mass at a Catholic Church The next Sunday he shows me the slides that look like large old-fashioned photographer's plates, and I see myself in many different poses. I want them all! but Frank says ""It is too expensive,"" so I am to choose only ONE. I leave a note saying ""I will be in tomorrow at 11 o'clock."" In the meantime the priests return for their Sunday meal. Before they eat, they say Grace: We stand in a circle and photographer PRIEST GENTLY TURNS ME AROUND. (why??) I return to Frank and Wendy in a Pension; they are also eating, and they don't want to go back to the Catholic Church. I tell them of my encounter and that I will get ALL THE PHOTOS. Frank then says, reluctantly, ""O.K."""
"1991-017"	"(12/21/91)"	"#1991-017 (12/21/91) I am at the Retreat Center - we are preparing for a feast with fish and WIENER SCHNITZEL I help someone like JANET and a man to serve the food and put leftover in a huge stack (see below)."
"1991-018"	"(12/26/91)"	"#1991-018 (12/26/91) We are living in a place like the Retreat Center, many people. Am I a counselor? Willie is there too (as a young boy). He is befriended by a black fellow, and when it is time to go home, he doesn't want to go with us. I hesitate and then say OK. ""But for 3 weeks only, then you come home."" Lots of confusion in our leaving....."
"1991-019"	"(12/27/91)"	"#1991-019 (12/27/91) All the Sholes family members are at our house - SARA is sleeping in the attic; little Reynaldo is on the second floor; and Abe in bed in another room. All the rest of us want to go to a movie; we take a long time in giving instructions to STEVE (or Frank) who is staying home to baby sit. Finally SARA wakes up and says ""I can do it now."" Then both babies wake up and we get away late, or we decide to stay -- much confusion."
"1992-001"	"(1/1/92)"	"#1992-001 (1/1/92) STANLEY MASONER (Zena's boyfriend) comes to the door and as I open it, I also see a young boy who looks like MICAH HURD. I see a new couch against the window and the bookcase moved. How come? Then we have a big party. confused ending"
"1992-002"	"(1/13/92)"	"#1992-002 (1/13/92) I am at BARBRA STREISAND'S home on Lake Street. She is preparing for a cast party and there are several people there, including a gray-haired, man who reaches over my back and we ""exercise"" (like the tumblers in the Christmas pageant). Frank walks over and asks me where I parked the car. I can't remember, I have to go to the bathroom, it is up two flights at the end of a sort of balcony; there is wallpaper on the wall; Barbra's assistant stands there as I sit on the toilet and she tells me how they redecorated the place. Other people talk to me while I pee! It is getting late; I am supposed to be at the Book Cafe at 11:30, but I can't remember where I parked the car...."
"1992-003"	"(2/7/92)"	"#1992-003 (2/7/92) I am visiting in N. Town and as I say goodbye I talk to a tall, dark-haired woman, looks like Eleanor from my alma mater (ca. 1942). She asks me if I could come down on Sunday to relieve her - she is in charge of very busy physicians who come in to ask advice or help with library books. I ask: ""Where would I stay ?"" ""At the L. Hotel."" We shake hands firmly."
"1992-004"	"(2/21/92)"	"#1992-004 (2/21/92) Lots of confusion. I drive to the YWCA and arrive at the back door to the swimming pool. I get some food to eat right there (chicken wings). I swim and talk with others. Suddenly I remember that it is 7 AM and that I forgot to pick up Pedro; I call him from the Y and he is really upset. Finally he arrives, wearing a brown hat; HE IS VERY ANGRY, but I beg him to PLEASE forgive me; O.K. and we drive to work."
"1992-005"	"(3/10/92)"	"#1992-005 (3/10/92) Margaret calls me to substitute because ""Sue"" got sick suddenly. I go over and see her lying down in bed; very sick and telling how it came on suddenly. She looks like Kathy Olsen, but when I approach her it is Marissa Camden. Later I talk with friends and tell them that either you feel well and it hits you suddenly, or you are sick and stay home and only later feel well."
"1992-006"	"(3/18/92)"	"#1992-006 (3/18/92) There is a split in the church and I try to find out the details for Father Andrew. I show him a brochure, and a painting with yellows and greens, a landscape. He asks me to find out more details and to report back. Also remember saying goodbye to certain people from Church - kissing their hand as they leave and murmuring, ""It was a privilege to know you."" I wonder if I can say the same words to each person. ++ feeling."
"1992-007"	"(3/23/92)"	"#1992-007 (3/23/92) Painful dream about Pedro (my swimming partner and friend) and Kevin: I am with them at Breakfast and also with some of my friends. Pedro and Kevin tell my friends that they cannot stay because they filled out a questionnaire with homophobic answers. I AM VERY UPSET. I cry and say ""I am so sorry."" I will not eat, but then a child who is with K. brings out a waffle for us. I feel better and then go with Pedro to where he parked his car, way off in a parking lot near some mountains. He has a green car and we drive to a movie studio where we are going to view some videos for Pedro's talk. The secretary gives us careful instructions as to how to use the machine. I feel well again and included in their plans."
"1992-008"	"(3/27/92)"	"#1992-008 (3/27/92) We have guests and when we return home there are TREE CUTTERS who are cutting down 2 trees in front of our house. I cry a little but can't understand why everything looks so different. I see an address in gold numbers: 40-31st and someone says: ""that's the backside of your block."" I am very relieved. I run home and see all four luscious green trees still standing intact. I am very happy. I feel thirsty. I offer our guests a guiness drink."
"1992-009"	"(4/18/92)"	"#1992-009 (4/18/92) I am walking uptown on the sidewalk with a young person from the Book Cafe. I see Father Andrew coming toward me, hurrying to a meeting? I quickly say goodbye to my friend and turn around and run after Father Andrew. I don't reach him in time, as he gets into his car (a '38 Chevrolet) and he takes off. I follow on foot to the Fair or to a Church Bazaar where he is to speak. But I don't find him. Instead, I sit in a crowded High School classroom on a step leading up to the upper part of the auditorium. Then I go through the fair and buy lots of things, also remember carrying a heavy bag or box; we carry it together with another person whom I don't know. I see slippery places on the road, but don't fall. Finally, I buy some 10 cent bookmarks for our kids. ++ feeling"
"1992-010"	"(4/21/92)"	"#1992-010 (4/21/92) I see Marissa Camden smiling and Father Andrew walking alongside. He says: ""I saw that you attended those Lenten services."" + feeling"
"1992-011"	"(5/17/92)"	"#1992-011 (5/17/92) I am riding in a crowded subway, meeting several people from the Book Cafe; when I reach my destination, Hillary comes on with JEANNIE (neighbor) and lends me a tiny camera. I take a photo, but I LOSE the CAMERA. I am worried and hope Hillary took it back home. I am walking to a subway and almost get on, when I realize that I have NO MONEY. I walk back home. It is 10 AM. I call Margaret to explain why; I am late. She thought I was sick. I am eager to tell her of my wonderful weekend, when I awaken."
"1992-012"	"(5/23/92)"	"#1992-012 (5/23/92) I visit Pedro in a motel; there is a big king-sized bed half made up. I wait for him to get ready to leave for the airport. I ask which side Kevin slept on and sit on the other side (!) I get a telephone call from someone at the ""Y."" The person wants to go bowling or play some game. I say ""I just woke up"" and slam down the receiver."
"1992-013"	"(6/22/92)"	"#1992-013 (6/22/92) JUNE and CAROLYN (from the Book Cafe) are visiting us and we have set up 2 easy chairs on our lawn with a big TV set like the one here. They are watching TV. As I go to get something in the kitchen, I go by a small table and cause a glass to fall down and break. For the rest of the dream I am vacuuming up BROKEN GLASS. I am very thorough and careful."
"1992-014"	"(6/26/92)"	"#1992-014 (6/26/92) We are about to leave for home from out vacation. I go back to say goodbye to this handsome man. He is stocky and stark naked with a big erection. We kiss and he wants to make love, but it is too public and there is too little time. I go away reluctantly, but then return a while later under the pretext that I had forgotten something. He has put up an elaborate screen, made of wallpaper so that we can have more privacy. But there still is not enough time. I promise to come back later, ALONE. Later I see him dressed and he winks at me. Later at the Book Cafe I see Margaret working on some paper work; I go over and she embraces me warmly and holds me tight. She tells me how much she loves me!! I am happy but don't quite believe her. The next day I go to work and can't decide where to park my car. vivid!"
"1992-015"	"(7/5/92)"	"#1992-015 (7/5/92) Frank and I walking in the mountains, it is a long trek UPHILL; we are looking for a cabin. Last image of walking on snow with the sun on my left cheek and seeing a large gazebo on my right...."
"1992-016"	"(7/9/92)"	"#1992-016 (7/9/92) We are to catch a train to go back home after a visit with Edward. Edward and I walk about and he shows me his exquisite collection of GLASS and ART objects, some of which he made himself. We talk about Marita and I say ""You did such a good job of raising her."" We are very close. I feel I wronged him; and he tells me again how much he loves me. I don't want to say goodbye. The others are already on the train. Edward and I walk down the stairs to the train platform and I say: ""I still have a long way to go (i.e., much healing to do)."" I LOVE YOU."" Then I run to catch the train. It is already MOVING but I manage to open a door, or a coach, far in the back and to walk up to where the rest of the family is sitting. I see them waving at me frantically and believe I see my FATHER's hand waving also. very emotional upon awakening..."
"1992-017"	"n/a"	"#1992-017 A boy on couch, wrestling with him. ""Do you play tennis?"" ""I'd like to play with you and let myself be defeated."" I wrestle with him on the couch, laughing and talking about the members of his family (brother no good; sister in another city.) -- Also scene of walking down stairs, telling him how to say ""DOBRY DEN"" (Good morning) in Czech."
"1992-018"	"(7/24/92)"	"#1992-018 (7/24/92) We are on a farm with meadows; see water troughs; a black dog like Zena's. Later I see a poor woman with sad blue eyes, who ordered items from Sears catalogue, and she checks them off and gives or sells them to us (candles, odds and ends), vivid image of the woman as she hands me the various items. I don't really want them and tell Willie sternly he must come with us on the trip. Father Andrew is there too; he shows his children his gold watch. ending?"
"1992-019"	"(7/25/92)"	"#1992-019 (7/25/92) We are about to leave for Mankato. I wanted Willie to come along, but we are already on the road. At one point we get stuck at a narrow place between 2 cars -- we return to Willie and home. ""So glad to see you"" he says. Again I ask him to come along, but he says 'NO."" Then I say: I'll fix you cereal and eggs."" and we'll be back between 7:30 and 8 PM. Willie leans back and talks on the phone to a girl he calls Sylvia... vivid. Also scene of yelling to Frank. ""How come we missed Bible Study?"" -"
"1992-020"	"(7/28/92)"	"#1992-020 (7/28/92) We are at a resort with our whole family. I am shown to my own bathroom, very beautifully outfitted with wall paper on the walls. The landlady shows me a bee-hive nearby. As we leave she says: ""Go inside and close the doors and windows, or they can sense your smell and follow you. I look out the window and see Joshua (son-in-law) fighting violently with Mark (son-in-law). I can only see, but not hear, because the window is closed. Awakened."
"1992-021"	"(8/1/92)"	"#1992-021 (8/1/92) Swimming in a pool; I see a woman whom I recognize as my doctor, but she doesn't recognize me in my bathing suit, even when she comes up to me to ask me what time it is. She is think with brown hair, looks like Joan Calott from church. Vivid part, remembered after bath: Frank is holding Willie as a baby and he is watching the news when the baby cries, and he throws it to his right and the baby hits the window with a loud bang. but the window does not break. The baby cries loudly and I hug him and comfort him and am very angry at Frank for perhaps causing permanent damage to the baby."
"1992-022"	"(8/6/92)"	"#1992-022 (8/6/92) Pedro is swimming and I get out of the pool earlier. He says he wants to stay and later joins the Unbelievers Club. I am very sad and disappointed. I try to dissuade him but he says he really liks the people. I leave, feeling unsettled. Also a brief scene where he criticizes some of Willie's drawings."
"1992-023"	"(8/10/92)"	"#1992-023 (8/10/92) They have a special bus to take them to the airport for a trip to the Holy Land. I am at church while Nevena (his daughter) and Valery (her daughter) get on the bus. I see Father Andrew, with grey hair, as he approaches. I ask him, ""Do you have even a few minutes before you leave?"" He waves me away, as if to say ""how can you ask this when we are about to board the bus?"" Somehow I follow him and Nevena and Valery onto the bus. Nevena shows me all the stuff she packed to carry on the plane. Before we know it, the bus is moving and we are at the airport. I panic and then ask the bus driver how I can get back? I offer to pay.15 cents. The bus driver says: ""If you are willing to sit in the aisle seat #39 in the back of the bus, you ride back free with the next party. I am intrigued by all the pedals at that seat: harmonium, pedals, air conditioning. Then the Camden's dog Buffy is brought through the aisle, and he recognizes me and jumps up playfully and snaps at my fingers. I say, ""As if I'd needed more proof that I know them well."" I ride back and get off at a place where a lady is sunning herself in a lounge chair. She is wearing a bright turban and shows me her dance schedule. We talk about dance and music. She shows me a dance step and says: ""I used to be Frau Greenway."" (My name used to be Green). I say, ""I remember you."""
"1992-024"	"(8/12/92)"	"#1992-024 (8/12/92) Dancing with a handsome man, who looks like Xandi (fiance in Vienna). Very close, very happy, whirling around."
"1992-025"	"(8/15/92)"	"#1992-025 (8/15/92) With Zena and Reynaldo who are fixing up and cleaning the kitchen and living room. Someone says: ""the broccoli is still fresh ready to be cooked."" Goodbye party for Fr. Hans. We are dancing and he gives me a kiss. Other want to shake his hand."
"1992-026"	"(8/22/92)"	"#1992-026 (8/22/92) Father Andrew and I are driving and he has a special device on his steering wheel that plays music (see sketch). It is very wonderful to hear this music as we drive. I say: ""You always have some new thing."""
"1992-027"	"(9/23/92)"	"#1992-027 (9/23/92) Pedro & Kevin are together in his house. I knock on the door and I see that they are naked. Kevin must leave briefly. Pedro asks me to join them, and I take off my clothes, BUT THEN WE ARE SUDDENLY PLAYING CARDS. (no sexual games)"
"1992-028"	"(9/23/92)"	"#1992-028 (9/23/92) MARY LOU (Frank's friend) is living in a room at our house with her young daughter. Frank is getting ready to leave on a trip; he is packing his suitcase; very busy. He is unwilling to give me his itinerary. I keep asking, but get no answer. Finally I knock on Mary Lou's door and ask her; she seems to have at least one of his addresses. She also gives Frank a large package --two presents. He unwraps one of them and finds a pair of pyjamas!! Will he wear them? He forgets to unwrap the second package and is in a rush to leave."
"1992-029"	"(9/28/92)"	"#1992-029 (9/28/92) We are invited to Brenda's for a Sunday evening get-together; she is vague about the time and does not call to confirm. While we wait, I see Vi Tharaldson (neighbor) walk by like a mailman delivering some flyers. We finally get to Brenda's and I have to go to the bathroom: a very modern and different looking toilet seat, made of wood, with 3 hinges. I shit a large corncob - half eaten! - and it wont flush down... What to do with it??"
"1992-030"	"(9/29/92)"	"#1992-030 (9/29/92) I am with Chloe: she wants me to drive her and her friends to some rather distant place. We look at a MAP and she shows me the roads but does not give me the address or the name of the people to whom she is going. I am quite frustrated and confused. Reynaldo and Willie appear, as we walk along the path."
"1992-031"	"(10/14/92)"	"#1992-031 (10/14/92) A young man brings us a flyer for a sculpture show opening--it is very cold outside - below zero; He starts walking with his little red wagon filled with flyers; I too am going somewhere, but it is too cold to walk, so I decide to take the car. I tell him I will give him a ride, but first we come into the house where a party is going on; I see Willie relaxed, leaning backward, with others talking. Ronald Sholes, Frank and others are there; the couch has been moved forward and the house looks different. I leave with the young man. plus feeling."
"1992-032"	"(10/25/92)"	"#1992-032 (10/25/92) I am driving with friends in a desert like place, come to a very steep place, a narrow wall, sheer drop, no road, therefore must turn around, ask God's help ""You can do it."" I turn around and take the plunge and come down safely!! Later dream of Pedro in a bathtub at his house, like the whirlpool at the Y. no special ending."
"1992-033"	"(11/5/92)"	"#1992-033 (11/5/92) We go up to Kevin's place; I say, ""How come you spent 3 hours in the library?"" but Pedro doesn't seem to see the joke; he asks Kevin about a message on his answering machine which Kevin did not understand; Pedro berates K. severely and K. is downcast. Even more so when Pedro dances with me and not with Kevin. Kevin has an apartment in a posh hotel and we walk down a marble flight of steps to the lobby; I worry about my raincoat which I think I left in the car....."
"1992-034"	"(11/11/92)"	"#1992-034 (11/11/92) I am at a prayer session of CSM in a big hall; it is summer, there is a ""tulip festival."" Almost everyone goes up to be anointed, but I don't go up. Margaret comes up to sit next to me; She has a cross of oil on her forehead from being anointed at Holy Unction, and I say to her: ""I needed to prepare myself more!"" Then she asks about some plastic (like on our backporch). I say ""I remember where we put it. It is on the right side (awakened by Frank)"
"1992-035"	"(11/13/92)"	"#1992-035 (11/13/92) Big gathering, everyone has a piece of the American flag and we do a complex dance; we finally assemble the Stars & Stripes (it was like a puzzle?)"
"1992-036"	"(11/19/92)"	"#1992-036 (11/19/92) We are at a gathering, like the Book Cafe or Bible study; it is my job to count the money. I separate the bills from checks and also some of the dolls' clothes that were pinned together, ready for sewing, that Marissa Camden had made while she was ill. (Note: Marissa Camden died 7/23/91) She is well now and sits next to me at a round table. She is smiling and keeps showing me how she sewed those dolls' clothes."
"1992-037"	"(12/7/92)"	"#1992-037 (12/7/92) People I know are on a long BUS TOUR - the bus has stopped near where I live. I talk to the bus driver a young, blond man, and ask him to wait while I get everyone some food! I find some cookies or candies and have to break them up to get enough for all. I come back to give him the food and they are all ASLEEP. --I am on the bus with Earl & RUTH, talking with them discretely, so I cannot be overheard. I see Marita as a child, very skinny but all dressed up and riding a pony in a circle. Then I see her get up and stand on the pony without holding on!! I am amazed."
"1993-001"	"(3/20/93)"	"#1993-001 (3/20/93) I watch strange rituals: a girl gets ""voices"" by sitting backwards on a toilet seat and doing exercises. - We are retrieving material from some place and I haul in some papers and a sack of pears(!) Brenda and STAN - I see him gathering up some newspapers; he's happy. I ask Brenda to come to Bible study, she says ""no."" She has some other engagement. So maybe Church tomorrow? I see Pedro hauling some big suitcase that he wants to get rid of; he goes in some place while I wait outside with his bags; confused and sad feeling as I awoke......"
"1993-002"	"(3/21/93)"	"#1993-002 (3/21/93) Father Andrew is handing out yellow sheets, like our Bulletin; he drops a few on the floor and I help him pick them up, like an acolyte(!) Then he whispers to me to go on my way. ""I'll be alright."" I am in a group like the Grief Support Group of Father Andrew's. I see Nevena (his daughter) but she does not look like herself. I know that she has endured many changes and I want to ask her how she managed, since I too had so many changes in my life. But a noisy 3-year-old (Ryan) needs to be carried and comforted, so I carry him outside, and when I return there is no more opportunity to ask her the question. (Awoke with heart beating fast, but soon quieted.)"
"1993-003"	"(3/22/93)"	"#1993-003 (3/22/93) Father Andrew is drinking tea and asks me for a piece of lemon. It is a small piece, like a seed, and when I reach for it, it flips away. I feel bad and apologize. Then he embraces me, cheek to cheek, a long time, and I feel forgiven. I am at a retreat: I see a long line of people on a busy street; one of the priests is wearing a white satin vestment; I say ""He looks like a clown."" We are all dressed in modern dresses. I am in a small group that is to do its ""thing."" I think it is silly. I ask ""How long? What? How long will I live?"" I am told that is not a question you can ask. I say ""I think I was born out of this century; the materialism bothers me so much."" We are polishing a large container or a plastic envelope that holds a treatise by Wilder(!) Father Andrew has a shop where he sells fine oriental clothes and other imported items. I look them over and buy several scarves and also a set of lipsticks. Then I say good-bye to Father Andrew and kiss him 3 timeson the cheek and squeeze his hands and give him a hug."
"1993-004"	"(3/23/93)"	"#1993-004 (3/23/93) Vivid dream: We are living in a hospital for people with chronic illnesses. Earl is said to have chronic back trouble. We are all outdoors on a hot day; I sit in the sun in a sling chair, and then moue to the shade. RUTH is talking to some women; I go inside. Earl comes by and we look at a book of poems. Suddenly he is overcome with goose pimples and nearly faints. He is whisked off by orderlies to the hospital. I call RUTH very loud. (vivid) She realizes something is amiss, she rushes up to me and we drive to the hospital; E. is revived and comes back with us, OK."
"1993-005"	"(3/24/93)"	"#1993-005 (3/24/93) I am back home in M. City: Amy & Reynaldo have come by, and also Hillary. But nothing is ready yet for the party. I wait for others to arrive. While I wait, we walk around with Father Andrew and look at photos and pictures various people have taken. He is very appreciative and talks with everyone. I get his attention and show him a painting by Wendy of the Annunciation! We are all impressed and he thanks me profusely. We go back to my birthday party."
"1993-006"	"(3/31/93)"	"#1993-006 (3/31/93) I am walking up some wooden stairs with a group of women, looking for what? I see a big mess in the rooms and rummage through an old, beat up dresser: I am looking for a coffee pot, but find two bags with some jewelry and other treasures: I find a beautiful metal CROSS that is shiny and heavy; I decide to keep it, since it once was mine! I see Earl and RUTH returning from a trip. (Vague) Earlier: a feeling of being enclosed in a large plastic wrapper. (Hiding from what? protected from what?)"
"1993-007"	"(4/10/93)"	"#1993-007 (4/10/93) Pedro comes to the house and wants me to go swimming with him (as we usually do). We look thru the whole house, every shelf, every closet, but we CANNOT FIND my bathing suit. He finally leaves. I say, ""I guess I will have to buy a new one."" A group of Irish relatives come to the house; one of them is a cousin whom I knew about from a family tree. (In reality I have no cousins at all.)"
"1993-008"	"(5/29/93)"	"#1993-008 (5/29/93) I see the bride dancing and Wendy sketching. I see Father Andrew standing after all the people have left. I go up to say good-bye and he embraces me warmly; I feel as if you unite my soul to God! (Very happy and released feeling.) (Note: 5/29/38 happiest day with Xandi in Vienna.)"
"1994-001"	"(3/19/94)"	"#1994-001 (3/19/94) We are visiting Patrick & Margaret: I help pull out the table, as we do at our home. After the meeting, as Margaret leaves, she gives me a long cardboard box with lots of ""stuff"" in it. (Song talked about ""too much stuff."") I hear that Margaret's eldest daughter is divorced, as is the youngest. (not sure) As we leave Patrick waves good-bye in a friendly manner. (Feeling of loss and alienation from the Book Cafe.)"
"1994-002"	"(3/22/94)"	"#1994-002 (3/22/94) My task is to put notices on Bulletin boards at various Churches announcing PRAISES OF THE THEOTOKOS. (I am awakened by music praising the Virgin, on KSJN radio.)"
"1994-003"	"(4/9/94)"	"#1994-003 (4/9/94) I am at the Book Cafe; I call Margaret because a light bulb is missing; she asks me to find the # on the bulb so we can replace it. She thanks me for my help at the Book Cafe and gives me a present. (Wake with feeling of closeness and impending loss, good-bye.)"
"1994-004"	"(4/21/94)"	"#1994-004 (4/21/94) Vivid dream of Father Andrew and Al Delt who defends him against ""money hungry"" people."
"1994-005"	"(4/24/94)"	"#1994-005 (4/24/94) I am walking along and see Marissa Camden (died '91) coming toward me; I walk up to her: she looks happy, healthy, tanned and friendly. I tell her how glad I am to see her and kiss her hand. We walk together. She tells me she has been in New York at Art Colony run by BEVERLY (her daughter-in-law, who will be giving the keynote address at Nat'l Day of Prayer). She gives me all the info I need to go to that colony and suddenly I am in an ART STUDIO where Father Andrew is painting many small canvasses, boat scenes. He is busy painting, so I wait to tell him how good his reflections of the boat in the water are. (CF. WW painting) But before I can tell him, he climbs up a steep LADDER to a Loft to be with someone who needs help. While I wait, two young BOYS come along and start throwing the brushes around and threatening to smear Father Andrew's painting. I get so angry, I slap the boy and order him to pick up the brushes; he gets sassy so I bend down and help him pick them up. I say ""You know, Father Andrew is such a saintly man, he would not have wanted me to slap your face."" The boys are contrite and leave. Father Andrew comes down from the ladder and has to leave, but he promises to talk some more about the painting. (++ feeling, vivid)"
"1994-006"	"(7/8/94)"	"#1994-006 (7/8/94) I see Fr. Zachary in his office, peering intently at an icon and meditating on it. (he looks like Zarastro in the Magic Flute) I wait for a friend to join me. It is hot in the office, so I turn up the A-C, then I watch my friend run down the corridor and return to the office. Fr. Zachary has left. I go to peer at the icon and see that it is of the Publican and Pharisee, the topic of Fr. Zachary's sermon on Sunday. (tomorrow) (wake with a + feeling)"
"1994-007"	"(9/19/94)"	"#1994-007 (9/19/94) I dial Pedro's new telephone # and reach him, waking him up, as it is 2AM in the dream. I ask whether he wants to go swimming, but he says that he is still trying to sleep. I apologize and feel embarrassed and than up. I wake up IN THE DREAM and go to the kitchen where there are people from Church, weighing liquid ingredients for a cake. (cf. made Brenda's b'day cake in reality). I ask if they can understand that I dialed a # and actually woke the other person; they laugh and ask me if I want to be weighed? (wake up at 4AM in reality)"
"1994-008"	"(9/23/94)"	"#1994-008 (9/23/94) Sitting together with Pedro at a show. We talk and embrace occasionally and talk some more about being in the closet. He puts his hand lightly on my breast thru my clothes, and then puts my band on his penis and I feel the semen spurt out like a fine spray. I ask ""Why doesn't the semen smell?"" -"
"1994-009"	"(9/25/94)"	"#1994-009 (9/25/94) I am to meet Hillary and her kids. I procrastinate and finally leave about 5PM. I call her up to say that I took a later bus. I get there before her and while waiting we make a statue on a wooden frame with clothes draped around it. What to use for a head? a melon. Hillary arrives before we finish."
"1994-010"	"(9/27/94)"	"#1994-010 (9/27/94) I am with Philip and we dance together. I know that he is gay. I tell him that I had a big crush on him in Vienna when I was 15. (True in reality at the time) - We dance and kiss and he holds me close."
"1994-011"	"(9/29/94)"	"#1994-011 (9/29/94) Vague dream about security - no allowed to Kayak because we could not be protected ? SIONE (friend from University days) comes to our place and helps rearrange furniture... (good feeling)"
"1994-012"	"(10/4/94)"	"#1994-012 (10/4/94) We are at a distant resort; and we meet up with the SCHRAMMS. They are with friends and so are we. Our plans don't include the others, but I want to spend time with Margaret. Then I get the news that Patrick has died. Should I tell their friends, or wait till they read it in the obituaries? (vague ending)"
"1994-013"	"(10/15/94)"	"#1994-013 (10/15/94) At a FESTIVAL: I see a woman who is wearing a lovely cape with a design of Spanish dancers on it. She tells us many interesting stories; at one point she walks away, and on returning I see Frank help her cross over a small creek by holding out his hand to her.-- earlier I help put a baby to bed, who looks like Dana (our granddaughter)."
