"n"	"dream"
"2566"	"(2009-01-02 (17)) We had this really small rectangle patch of grass in the road to later build a house on. I was looking at it, trying to work out how we were going to fit any kind of house on it. I asked Dad what kind of house they could build and he mentioned a cartoon character, which was a reference to the latest episode of South Park that I had randomly decided to watch recently (in the dream). There was a path over it too and I asked if we were allowed to remove it and they said yeah. Mom's house wasn't too far away from it. I discovered Jeremiah lived in front of the patch. Dad had also left some Christmas presents out the front of Eugene's house. They came outside and he called out to them and they just looked at him funny and didn't say anything. I said they were probably wondering why you left them presents and he nodded in agreement. I was then at a house. I was watching TV and there was a knock at the door and I can't remember who it was. Mom and Darren then got back."
"2567"	"(2009-01-02 (17)) There was a new video of Sims 3. This guy put one of each different part to make what kind of Sim he was going to make when it came out (he got the head from one picture, the back from another etc). The back didn't blend with the rest too well."
"2568"	"(2009-01-03 (17)) I was at a cinema at the counter. Dad asked for two tickets to a movie and gave them to me and Ezra. He then got a ticket for himself for Hellboy II. I didn't know he was going off by himself and I said ""You haven't seen Hellboy II yet? I watched it yesterday"", but he wasn't listening."
"2569"	"(2009-01-04 (17)) I was watching a video of Youtube of Darius paintballing on the street. I was looking for Eugene. The group was him and his friends and they were fighting against each other. There were lots of cameras around and the video had been edited to show it from the best angles. They were spraying fake snow at random places, on the grass etc to make it look nice. This girl with them had a scarf with pink feathers around her neck. The title of the video had the names of the people involved, including Darius's plus a bunch of Macedonian/Russian sounding names."
"2570"	"(2009-01-04 (17)) I was outside at a school. There was some new thing to do with the Government and people were celebrating it. There was an assembly thing and I was carrying a big flag, which was folded up (I didn't know it was a flag at this point). When I got in the room, there was a smallish audience and there were people standing up in rows at the front. The door was near the front, and I ran behind the people and handed this girl the flag, which we unrolled while I ran back, and it was the American flag, but it was upside down. I saw Elijah in the audience."
"2571"	"(2009-01-04 (17)) I was watching outtakes from Twilight. David Tennant was in them and there were a few where he was talking normally and I was thinking it was hard to understand his Scottish accent. The outtakes weren't funny at all and I wondered why they even put them together."
"2572"	"(2009-01-04 (17)) I was at Mom's. My room was different. I saw this squirrel like animal run behind my desk. When I left a while later, Darren asked if I'd seen the squirrel and I said ""I thought it was a squirrel"" but that I thought I'd imagined it. They said they needed to get it. It was just a mouse looking thing. It bit my hand, which stung and Mom put some cream on it. Mom also asked me at one point if I'd worn a pad at all during my last period because ""there was blood on everything"". I was walking to the car and I passed Eugene and I put my hand out and our fingers touched. We were then both sitting in the back of a car and I can't remember where the drivers were going. Then I was with Mom and Ezra. Leslie lived next door to this person Mom went to see. She was holding her baby and it had a dirty face. I spat on my hand and was cleaning its face, while I was holding it. I handed it back, noticing that it was pretty heavy and almost fell back. We drove back in there at a later time, and there were shoes making up the line in the middle of the road. I was then reading a book or watching a movie and in it, this guy went into this warehouse like building (it was shed-like, but big). It had a roller door. He was looking for this guy. The guy was in there and he followed him through this tunnel underground. Then it was a game and I had to pick four out of quite a few options about what I wanted him to do (and in turn, what I thought would make the most interesting reading experience). The guy's thoughts were in the book and he was thinking that it had now been 18 months under there. The bad guy decided to get it over with and confronted him -- he was a demon looking thing [Clive Barker style] ."
"2573"	"(2009-01-04 (17)) I was wondering what The Beatles had thought of The Beatles. There was a picture of John Lennon holding an album and I was then like 'Hang on, they are The Beatles' and was confused about how I forgot they were."
"2574"	"(2009-01-05 (17)) I was at school and in the office because I was doing a private study thing there with Ms Pascal. It was night. There were other people in there. Someone joked about how clean it was, but I didn't get it so just went ""ok..."". Then someone went ""ew, gross!"" and there were three huge cockroaches on the ceiling. I remembered this happening before and the school had set on fire so I didn't unpack my stuff. I thought that maybe I should get Eugene. The biggest cockroach kept following me around. This boy on the net had ways to get rid of them (I think). Then I was at Mom's in the dining room. There was a small TV in the lounge room, but in front of the wall closest to the back of the house. Darren and Mom were there. Thank God You're Here was on and they were about to 'announce' the next person and I said ""Hamish Blake!"" and it was and for the next one I said ""Shaun Micallef!"" and I was right again. I had guessed them because they were two of my favourites."
"2575"	"(2009-01-06 (17)) I was watching a movie. This guy had quizzes on weird things. One of the questions on one was ""when did you first take pictures with an Aztec Camera [not the band] "". I was at Mom's, which was different, and we were in a big room which didn't have much stuff in it. There was a doll house with Barbie's. It was night. Mom was telling a friend who was there, called Chantelle, that she used to hide drugs in Barbie's. Chantelle left and then another friend of Mom's came. She didn't let her in at first; worried she had the cops with her. She was black and naked. Darren was there too. There was a bunch of little things to add to a car, there was a clock etc, and I was going to put them on my side in Mom's car but she said to put them in my car. Ezra was there and we were starting our diet tomorrow. Mom had made or gotten chips and some other fatty thing and asked if I wanted chips and I said yes, she looked at me oddly and said 'you sure?' and I said that I might as well, it's the last night. I was then driving. It was day. At a set of lights, which was a huge area, there were people stopped even though it was green. There were a few different lane options once you went through the light and you had to pick which character you wanted to be (although nothing happened). I thought for a bit but then realized it didn't matter and chose the Santa lane. The road wasn't very clear and I went over a hill and crashed. These cops came and told me to get out. Then I heard 'Well I Wonder' on the radio. I thought that this had happened before and I had reset at a certain point. One of the cops was dark skinned and he said something to me and then it reset and they came again. I said ""Now Barbarism Begins at Home will come on"", then I realized I'd said the wrong song, but Well I Wonder came on and they thought I'd said the right thing. They didn't believe me, so as they were talking I was saying what they were saying and they realized I was telling the truth. My car was now a rusty old metal board and I didn't know how to stop the loop. Then I was somewhere else and Dad had a joke about Pretty Woman on his Facebook -- something like ""he got the pretty, but what about the cake?"". The 'cake' meant Julia Roberts and it meant she was really ugly. Then there was a poll on Richard Gere and you voted for how cool he was. Then I was watching The Dead Zone and Mary was in a car with another woman, who was naked and they were kissing each other and having sex. The other woman told her to stop because she was bored and Mary said she was just trying something new. Either she or I was walking outside these shops on the sidewalk with a gay friend. There was a religious building next to an anal sex place. A girl in the religious place was trying to hand out brochures."
"2576"	"(2009-01-06 (17)) I was at Mom's and it was morning but I was trying to sleep. A girl friend of Mom's came over with a baby. They kept talking and doing things loudly and then two more came over."
"2577"	"(2009-01-06 (17)) I was out the front of home. It was on a different street and on the opposite side it is now though. I had a CD playing in this guy from across the road's car. He said something to Mom and she said to me that he'd said he liked ""12 female singers"". I was like ""ok..."". As we were getting ready to leave, it was now night, we heard sirens. Mom quickly drove into this driveway and did these quick, spiffy turns so she was facing out the driveway. The ambulances and other emergency vehicles pulled up in the driveway in the house next to the one we pulled up in. We drove off and there were teenagers playing at the park."
"2578"	"(2009-01-06 (17)) I was watching a movie. This girl was on her laptop, on the internet, talking to a guy who was going to give her a code for something off a computer. She was a spy and he was as well I guess. He said that it crashed and it showed him with the computer, which had stuffed up. Then it showed a split screen of the girl and the other was a guy at his laptop and they both said ""Damn it!"" at the same time. What had actually been happening was they were both trying to get the code off each other and the spy guy we saw was just her imagining what was going on. He said to her that he was going to try and get the code back, trying to think what the code could be. He went into his kitchen and this person came in and said ""bananas"" and then mentioned what they were having for dinner and said ""excellent choice"" and left. I thought 'maybe that's the code'. Later his mother mentioned it and said ""excellent choice"" again. He went outside and got in the car and his father was in the back and said ""excellent choice"" again and then he thought maybe it was the code and went back. Then I was watching Sleepless in Seattle [haven't it seen it yet] . Meg Ryan was crying at a guy (the love interest) and told him to get lost and he said ""I'll annoy you with something we both hate"", or something which was a friendly joke."
"2579"	"(2009-01-06 (17)) I was in a room, and there was a garden like setting behind a glass wall. Two people were in there because were zombie like. Calvin was telling me about Quarantine and I said you should watch [Rec] because it was probably heaps better [watched it last night, but haven't seen Quarantine] and because Jennifer Carpenter can't act etc. Eugene and his father Abraham were there. Mom had been going out with him. I thought it was strange that they did because Eugene and I were going out. The house was like Mom's. I went out to the lounge and his father was in the kitchen. We joked around for a few minutes. We then had to move the zombies and Calvin was the only person with the code for the door. He didn't want to put it in, but did. He told the zombies to watch [Rec] . The zombies switched between zombies and people, and they were more people like at the moment. Calvin had been bitten, I think. I was then in the dining room and my tooth hurt. I played around with it and then it came out. This other one was loose too and I pulled that and it hurt and was still attached by a string like thing. I grabbed the string and pulled it out, which also hurt. I put them on a tissue and showed Mom. I said that I thought I'd lost all my teeth and she said we'd go to the dentist soon and mentioned that people are always so scared of dentists."
"2580"	"(2009-01-06 (17)) I had just gone to bed and noticed the light from outside was on. It was night. I got up and Mom was in the toilet and I asked her to turn the light off outside because it was too light in my room. [Mom woke me up straight after that and said 'It's so dark in here'] ."
"2581"	"(2009-01-07 (17)) I was at 'school'. School had just finished and we had to go back for a little while. It was only for a few weeks. Depending on which group of last names we belonged to, we were allocated two lots of a few days of holiday. The first one was A-D, but the next one started with D-something and I was in that one. We only had one set of holiday, which was like 3 days in the middle of the weeks. I complained to a female teacher as everyone else had longer ones and had two, so she gave us another one. I was then in a class with a new male teacher. He asked me to introduce myself and I shook my head, he kept saying ""I can't hear you"" and so I said ""Well, I'll just leave then"" and walked out. I called Mom and she said she couldn't get me because she had no, but she was out in the Mighty and I said ""You're in the Mighty! How have you got no car?"" and she was silent."
"2582"	"(2009-01-07 (17)) I can't remember where I was, but zombies came and we were bashing them. I think we were in a small-ish shop. There were these gates at the counters, that were just up to waist level and I was trying to lock a zombie out but the lock wouldn't work. It would turn and click but the door could just be pushed open. Then there was me, a guy I liked and others and we were staying in this other shop which was weird. There was this underground place we were staying in there and it had lots of pipes and it was creepy. In the main part of the shop, we had found a few people. There was a group of young teenage boys and they were pale and sickly. The zombie thing started with ""flu like symptoms"" and so I suspected they had been bitten. There was a computer thing in the shop, which was touch screen, and it would scan the place for infections and the people without the infection would turn up as green squares and those infected were red. I let it scan and there were about the same amount of green as there were red. I told the people who had been bitten or were sick that we'd have to put them somewhere else. As we walked them there I was saying we'd check on them now and then and give them food, and that some would turn earlier than others but we couldn't let them out and that it would get 'smelly'. We walked into this short hall which had a door at the end, which led to a huge toilet (it looked a bit like a change room). I was with a guy and he went in to check it out and others were still coming in. One of them changed suddenly and was coming towards the door and I told my friend that he had five seconds to get out. He got out and I tried to lock the door, but it wouldn't lock again, so I ran down the hall and closed the door from the hall and the zombie was like ""a closed door?"", which he just threw open. I pulled off this metal pole from this bit of machinery I ran past and I was also holding another blunt instrument. I don't know what happened then. We were then in the underground part. This woman had made lots of rows of these ropes, lying horizontally and they were fairly long. About every meter, there was a vial or a bottle of some sort of liquid, usually blood from an infected person. She thought it would work as a vaccine. We had to walk or crawl along the side of the rope and drink the entire thing. I didn't want to drink the blood, thinking it would just cause the infection so I just took a sip out of the water bottle, which was the second last one and got out of it. Everyone else drank them. Someone mentioned Dustin Hoffman being in lots of movies. Later we were all sitting outside and they all looked healthy and I realized the vaccine must've worked. We had to leave there. I think we had this other small shop place. We were walking down a road and the houses were 'Indian' looking (or so I was thinking in the dream). They were poor looking and most didn't have windows (just holes) and were white and had pointy bits on the roof. The whole place was desert-y looking. There were houses and plants, but the plants were very dry looking. The road we were walking on was a main road and there was a road to the left just before the block the other shop was on. On the right was a lot of dry grass and one of those houses down a hill. I was holding onto some stretchy blue stuff that was connected to something on top of a hill (the road went up a hill). A car came with a few people in it and I let the stretchy stuff go a bit loose so I could rest it on the ground and when the car drove over it, it wouldn't snap. I don't know where the people went. I walked up the other shop, but the guy I liked, who was now a young-ish Chris Barrie, and Ezra stopped at this patch of sand before it. They had decided to leave the other shop and use this patch as a new house. I thought the house was underneath the sand. They had a pile of bricks covered in sand in the middle and I asked how we got in and they said we don't. They were making a shop and had been just sleeping outside. I was saying there was no way I was going to sleep outside. I was also starting to not feel well, and decided I wanted to take the vaccine but we couldn't go back. The bricks were painted (to make a picture of the front of a house or shop when put together) and were light blue and white. I stood up and saw a zombie on the road and put a fist up. Chris ran down to fight him. I threw a brick at the zombie but it just missed. He was fighting him and he fell. I yelled ""Chris!"" and then ran down. I grabbed a stick with fire on the end and lit the zombie on fire, and then I threw the stick onto the dead grass next to the road, which also caught fire. I helped Chris up and helped him walk back to Ezra. I saw more zombies coming and so we all ran through the alleys and into a house. It was dark inside and we went into this room which had a bed and a cupboard. There was a window facing the street, which had a curtain over it, but I could see through it, and I saw a motorbike and an open army-like car drive past (which were what we were hiding from).We were waiting for a call from this guy who could help us make something so I didn't get sick and I told Ezra to put it on silent, but then it vibrated and it was the guy calling. He asked if I had all these ingredients and I said I did and repeated all these things ending with '-una'."
"2583"	"(2009-01-08 (17)) I was at school, which was different, with Calvin and we were delivering boxes to the office. There was some carnival thing. Samantha asked us to go and I think I said no but later said to Ezra that we should've gone. Then I was at the carnival in the ball pit, which was big. Margarita was nearby, sitting on the sidelines and called out ""Ugly!"" to me and was asking people if they thought I was ugly. I yelled out back ""Look who's talking you fat ugly cow"" and everyone gasped and I said ""Seriously, have you seen her face?"" etc. They left me alone after that. Then I was playing with Bradley. We were either in a pool or the balls still, and he couldn't see (had a blindfold on I think) and he had to try and find me. I was backing away trying not to give my position away and trying not to squeal or laugh. Then there was some clown thing and a pool full of dead clowns. It showed underwater and they were all floating vertically. One of them had a finger that was almost decayed off from the rest of it. I was thinking of some of the scariest clowns (no actual real ones). This guy had to choose an option and this guy was supposed to help him. It was like a game, and every option limited your next one and what would happen to you. He decided to opt for Option A as he wanted Option B (I'm designating names so it's less confusing). If he opted for Option B first it wouldn't go as well. One way was a 'bad' way. The guy got him drunk and he forgot and chose the bad way (it was good for him at first, but later it wouldn't be). I think before this, he entered the evil realm. This fleshy skin coloured 'monster' (it was like a long, thin cylinder shape) shot out at his face and the guy grabbed it and pulled it off whatever it was attached to. People were discussing it later and saying he should've ripped this thing out from inside its 'mouth'. This guy who was helping him was actually from the evil realm and it was a joke on the other guy. He apologized to his leader and was going to leave because he was bad or something."
"2584"	"(2009-01-08 (17)) Mom was going for a drive. She asked Ezra if he wanted to go. I think I wanted to go get something during the drive."
"2585"	"(2009-01-08 (17)) I was in the backseat of my car in the carpark at Midvale shops. This guy got in the drivers seat and a girl got in the passengers side. I was like ""Hey! Get out of my car!"", but the ignored me and drove away. I asked them to drop me off home and they thought this was a good idea and started driving up the road behind the shop and turning the next left. We missed it first and they turned and went down it. When we got there I took out this little hammer and hit him over the head with it, he was just like ""Ow!"" and I kept hitting him but nothing much happened. Mom came out and I asked her for a bigger hammer and she asked why, but gave me one and I started bashing him with it."
"2586"	"(2009-01-08 (17)) I got to Seabird somehow, but it was totally different and was actually in the middle of a city near a main road. I went to where our caravan was supposed to be, but it wasn't there. This guy who also used it was there and he said his was now in 'The Mercury'. I went to leave and was standing at the side of the main road, which was two lanes but they were both going towards me. The lane furthest away was busy but the other was empty. I walked out to the middle of the road and then realized it was too busy and went back. Then the guy pointed out The Mercury, which was hotel like and the windows all looked like they had blankets and towels on them. I remembered we had number 12 and I went into the lobby. Then this guy, who was me, had sex with these three girls. Two of them were called Eve and Gwen and Eve was black. He was lying with them."
"2587"	"(2009-01-09 (17)) I was somewhere with the school and I was with Calvin. Eugene was nearby and I noticed he had a piercing and then I noticed he was wearing a bracelet and a ring on the middle finger of his left hand and I was really annoyed by this. I was going through my bag and there were lots of notes in there, a total of around $500. It had been given to us ages ago but I'd forgotten about it. Then I was at this building with lots of levels and secret ones below. There were parties happening on most of them. One of them had these baths with special blue water. They were very shallow. I decided to use one. I lay down and then I wanted to call Mom to get me later and I left the building to call her. I went on an elevator to get back. They were dirty so I was cleaning it first. Then it wasn't as shallow. This bath was closest to the wall and there was a square 'drop' in the bottom of the bath, near the wall and there was a little fish thing. You weren't allowed to take it out but I got a cup to get rid of it and it went crazy so I put it back. Then I was someone else and I was lying in the bath and the fish grew into this huge monkey like thing. It tried to have sex with me and held me down. It was rubbing against me and got bigger and I told it to go smaller because I was a virgin and it shook its head. Later, I think, I was at this little hut place next to Mom's to help poor people and Africans or something. I was helping for the day. I had to sit at a desk and ask a few questions and send them out this door. I also was prank calling Charlene asking about her water pipes, talking in a serious voice, and there was no end joke; all I did was ask questions about the pipes."
"2588"	"(2009-01-10 (17)) I was watching One Tree Hill and Brooke was working in a diner. She was serving food and getting flashbacks of war images due to something that happened to her. One of the foods was some sort of sweet pie. There was an old couple. The old lady asked something and this other worker girl said they would hurry. The old lady said to the old man that his pies were served too rushed and were ""put together with shaky hands"". He looked at her and cried. Someone tried to give a phone to this guy behind the counter and told him to answer it. The phone was actually bomb. Then we were in this bank and someone said ""get the transporter"". Then this guy suddenly spun around and kicked all these guns that were on the floor and sent them under these red lounges nearby. He did some other spiffy fighting moves and made it to the other side of the room. I said ""effects!"". He was handcuffed to some guy and was still fighting. This guy said ""why don't you take your handcuffs off?"". The guy, who was British, said ""I don't know ok!"". On Yahoo there was a thing about how Jeffrey Dean Morgan got a call from some woman about some ""exciting"" film role and mentioned him being a hallucination on Grey's Anatomy and something else."
"2589"	"(2009-01-11 (17)) I had thought that our leaver's jackets looked like some Year 10 jackets we had gotten at Whitehall High, although I was thinking that I didn't do Year 10 there. I was looking at some photos on my computer from that time and they were wearing the same jackets, except theirs were a lighter blue. I remembered that Liesl had been on the leaver's jacket committee at both schools and realized she just recycled the idea. I told Mom about it. I went to school for something. We were standing next to the PAC, facing the gym, which was a lot of bigger. They made us all gather somewhere and Autumn bumped into me, and I thought she was going to say ""Hello Sunshine"" but she ignored me. Ms Solomon asked us questions about Bella's 'sadness' in the Twilight movie. All the girls began talking excitedly about it. Then we were in a computer room. I was at a computer in a smaller part of the room, next to Elijah who was sitting to my left. He was typing, but at the same time pressing backspace so nothing would show up. I hit '69' and it showed up. He thought it was funny and asked why I pressed 69 and I said it was the easiest number to hit, so he hit '55' to show that was easier. Eugene was in the bigger part of the room and was to the left of me. He looked tired and grumpy and kept ruffling his hair and putting his head on the desk. He was also really pale. We were then outside and there was a parade going down this street. There was a car on the island in the middle of the two lanes and we hid on the side away from the parade. People were looking for us. People poured out of this building across the road and then some of them would come to the front and sing. Eugene came out with some other guy and he looked kind of chubby. I was with Calvin and I thought he was going to say something about Eugene but he didn't."
"2590"	"(2009-01-11 (17)) I was on my laptop and had my PowerPoint presentation open. I left the room and when I came back I was talking to Ezra on MSN and he had changed my font colour and background colour. The font was now a light blue and the background was yellow. He sent 'Bart rules!' and this colour change had something to do with The Simpsons. There was a movie on later with George Clooney and I laughed and said ""milk!"" and thought about the milk thing."
"2591"	"(2009-01-11 (17)) I can't remember it properly, but Calvin, Samantha and I were playing a real-life game. I brought this burger and we all had to share it and have a certain amount left over for the next part. It was really saucy and Samantha dared me to eat it and I couldn't resist it and took a big bite. I then put it down and went to talk to Calvin. When I came back, the burger was mostly gone and there were only a few bits left. I asked Samantha if she had eaten it and she said she had. I complained and said we needed to share it or we wouldn't get to the next part."
"2592"	"(2009-01-12 (17)) This girl got possessed by some purple smoke [happened in an episode of Torchwood I watched last night] . She became violent and killed some people. We were trying to find a way to save her. She took over Gizmo so we wouldn't kill her. Some stuff she had tried to gather was in alphabetical order, but also with numbers and strokes. I was doing a study thing like the MUPC and I had special study guides which were for after highschool only. Mom was somewhere. There was a quiz to see which guy from something you were. Whatever I got, 85% of others got him too."
"2593"	"(2009-01-13 (17)) I was out the back at home. I was cleaning around the side of the house. There were dead kittens under a slab which was resting diagonally against the wall of bricks. Mom was there. I was then at her place and it was night and her house was different and bigger. She decided to go see a friend of hers. There was a TV show called Hancock and along with some other torrents, I had it ready to download. I started getting scared, as I was alone, and called Mom. She asked if I wanted her to come back and she said she would come by and I said to not worry. I was jiggling the cord from the phone. I was then at someone's house and someone said the neighbour was nice or something. I was in a class and Dad was there, I think and the teacher was there. He gave me a pencil and told me he was going to get me to write a sentence to take these monsters ""out of the world and into words"". I said ""that doesn't really help"" (make sense). He said something and he was a monster/bad guy. People would realize they didn't come there by chance? Some time earlier I was in bed, sleeping. I woke up and Spaceman, Cuddles and Gizmo were on my bed as well as some people. I was trying to take a photo."
"2594"	"(2009-01-13 (17)) I was at Mom's old house. My room was different and someone put this thing on a tall cupboard I had. They went to bed (my bed, which was just a normal single bed) to sleep. I then tried to jump and get the thing but I couldn't reach and didn't want to stand on my chair incase I fell or broke it. Then someone said they had left poison at the back door (it was Santiago). I looked down the stairs and the front door was open and it was like early morning outside. It was too spooky to go down, so I checked the other doors on the second floor. I told Mom about the poison so I went downstairs and there were huge lumps of meat with a needle and stuff next to it. Simba came and I shooed him away. Ezra and I started to clean it up. I went up the hall and there were Christmas cards. I filled two out to Ezra because we gave one to people the day before as well. Then we needed to hide. Then I was this guy and he went into a room downstairs and it was messy and there were beanbags. He hid under them. Then it was me and the beanbags were quite heavy and I was trying not to breathe loudly so they wouldn't move up and down. The people came in and were talking and then they went quiet. It was a girl and a guy. The girl saw the beanbag and said something and then pulled the beanbags off and then I don't know what happened because I was then watching the end of House of 1000 Corpses. It was zoomed in on Denise's mouth and she was screaming and it zoomed out. It had all been a dream and there was actually another hour or so and the whole movie went for three hours. I was thinking that I'd forgotten about that."
"2595"	"(2009-01-14 (17)) I had a kid. The house I lived at was very small but was 2-3 storeys. I was talking to my boyfriend about it saying the kid needed more room. The kid was running and I called out ""Brad!"" (the kid) and I was thinking 'why did I call him Brad?'. He asked me if he could say some stupid words (maybe swear words in our world?) and I said he couldn't say them in front of anyone. Then I was at Mom's. There was a bed near the kitchen. We were all sleeping in those rooms (the house was different). I decided to use my 'proper' bed tonight and I forgot there was a big window. Mom suggested I put the bed against the wall under the curtain. I said it would be too bright. I was watching 24 and Jack was watching movies and doing some US test?"
"2596"	"(2009-01-14 (17)) We were outside somewhere. There were monkeys and they were talking, but it was like a different language. They started getting angry and I went up on the stage in front of them and started singing ""I like to sing-a, about the moon-a and the June-a and the spring-a"" and they were happy and started clapping. The third time, I forgot the words but found a ""mini-moose"" version. The song started off differently to the actual song. There was a fence around this place near by and there was a dog in there. I was on the outside and needed to get in, but this dog was following me so I couldn't enter. There was a lizard at one end. Then I was watching Supernatural, except it was real life. I was running away from some bad people and it was night. There was a petrol station thing. I was then some girl and her clothes had been ripped off and this guy was on the floor with a big fluffy jacket. I took it and put it on. It went down to my feet and was very soft. The bad guys were coming in and held a gun to the guy behind the counter and sent this other guy to get something. I snuck outside and tried to get in this car, which was locked and then I went to this other car and opened the door, but I realized I had no key anyway. The guy heard me opening it and shot at me. I ducked and then he looked up behind me and was shooting. It was a big black cloud and I ran into the petrol station saying that I'd seen ""the scariest thing"". They asked what it was and I was going to say Cerebus [cloud on Lost] but this guy said it looked like the black cloud from Lost. I said ""I don't know if I'm watching Lost or Supernatural"" saying there were so many people in each one. Michael Emerson was in the petrol station and was near me and I pointed to him and said ""he's in Lost"". Then I was watching it again. People ran somewhere else. The door was locked and they banged on it. There was a reflection in this bin of the people and this guy got picked up by the cloud (although the cloud wasn't shown in the reflection) and thrown away. The people unlocked the door and they ran in and started running to get under these gates (it was in this mall type of shop, like the markets) as the gates were closing. A group of people were in there. Someone said this girl was respectable. Her mother thought this guy was Spanish and then English. I said they only think she's respectable because they were being attacked by monsters and she was wearing a long coat. And also wasn't talking about ""clothes and hair"". Then there was some Jack Bauer (24) set thing. There were cookies, at home, and Ezra was taking some. Dad was there too."
"2597"	"(2009-01-15 (17)) I went to 'school'. Mom decided it would be a good idea to send me to the 'boarding' option there. I said no and to pick me up like usual (she also wanted to pick me up from this carpark, which was like inside). I ended up going to it though and they put this metal collar around my neck which had my name and an assigned number on it. I couldn't work out how to get it off. There were two sets of steps, one on each side, leading to these seats (which were steps) on opposite sides of the room. In the middle was just a space for something. There weren't many people. I went up the left one and there was no-one on that side, there were a handful of people on the other one. It was quite dark in there and was underground like (very cement-y). This guy came to my side and sat across from me on the same step. Then this girl sat a few steps below me and said hello to me and I told her not to talk to me. She had been here (or somewhere) last year and we had fought because she was really annoying. It was then quite full and noisy. There was a young boy down at the sign-in area and it was his first year and he had to pull something out of this thing and he got this floppy shoe (a bad 'prize'). The girl continued annoying me and I said loudly ""Leave me alone!"" and she kept going so I attacked her. The main leader guy told me to stop and I said that this was the same as last year. He said they had found ""foreign antibodies"" in me and I said ""you're saying this because I attacked her, she's a whore!"". She had been flirting with the guy earlier. Then Mom and I visited her old house. They had kept it and went back now and then to keep it tidy etc, although I hadn't been back. I lay down in my bed and put my phone on charge. My blankets were a bit dusty. Then I fell asleep. I woke up later and it was a different place. Mom was on the phone asking about this song quiz she had studied for. I had some helpful stuff so I brought it to her. They were playing recorded calls for drug deals on the radio. One of them had Robbie Williams. We were driving. I was telling Mom about dreams and that you can become lucid because the windows don't have proper reflections and we passed a bunch of windows which looked painted like and I used them as an example."
"2598"	"(2009-01-16 (17)) My dreams were now on DreamBank, but the site was different and it had more detail and articles etc. They had put ""new batteries"" in my calculator. I told Mom about it later. Ezra had mentioned being on it but I didn't realize until later that it meant he knew who I liked. I was then at home so I could watch a movie that was in the Top 250. It was oldish and boring and after six minutes I called Mom to get me. She said she'd be there soon and would get me when she came to get Ezra (which was going to be on Thursday). I yelled at her, complaining but then I realized it was Thursday. The movie had now been going for 46 minutes. I heard a high pitch squealing noise and thought 'bomb' and looked outside. There was a light in the sky and it came rushing towards us, it was an 'aftershock'. Ezra didn't notice and I told Mom later. Darren had a 3-way phone? We were in the car and in the back. I was in the middle and Ezra was in his normal spot. We were going to see some friend."
"2599"	"(2009-01-16 (17)) We went to the shop and I was waiting in the car. Mom went in. I locked the doors. Some guys came and one looked like Mark Wahlberg and one looked like George Clooney. Mark was at the front of the car and put his hands on the front windows on the side of the car and was banging on them. I tried to call Mom but her phone was in the car. They eventually left and Mom came back and I told her to check around the car, but she ignored me and unlocked the car. They started coming back and she got in and we quickly locked the doors."
"2600"	"(2009-01-16 (17)) I went to Whitehall High School but I don't know why. I went into a computer room and Tiana and others were in there playing Warcraft. Some of the other people called out to me and I stood still and concentrated and 'teleported', but I was still in the same place (they couldn't see me though). I was watching The Young Ones and Rik was sick in bed and there was another Rik standing over him and I said ""Rik, Rik"" in his 'conscience voice'. This guy nearby was watching and said ""you like Young Ones?"". There was a pool and a rake attached to a pipe and you had to control it and put it down. A lady was with me."
"2601"	"(2009-01-17 (17)) I was at a vet with Mom. There were kittens. The place caught fire and this fireman came. The kittens were near the fire and I tried to save them but the fireman sent me away because of the fumes. Mom was telling me about this trick that Santiago did with his dog, he would grab its tail and it would do something. A girl relative of his (she was about 12) tried it and the dog bit her hand."
"2602"	"(2009-01-17 (17)) I was at a two storey building/house. Each floor consisted of one large empty room. There was a party and lots of people. The host was a lady who looked like a lesbian. I can't remember it properly, but the lady took out a gun and everyone started running and screaming to get out, but she stopped the rest of us before I could get out. There were teachers there. I remember Ms Solomon and there was a 40 year old teacher lady who I also knew. I went upstairs with this girl, I'm not sure if I knew her. We were trying to escape. She took the fly wire off the window and climbed out onto this balcony, which went all the way around. I followed and put the fly wire back on. The 40 year old teacher lady was inside and we motioned for her to come out. This kept happening over and over. When it was the third or fourth time (only the girl and I remembered it happening again and again) we were all upstairs and the host lady was talking to us. I motioned to the teacher lady that the lady had a gun and made a shooting motion and told her to attack her. The teacher lady got the gun off her and said ""is this a gun?"" and the lady said ""yes"". The teacher said ""it's not real"" and aimed at the host lady and shot her in the head. The girl I was with and I were relieved and 'celebrating' and saying that was much quicker, but everyone else was shocked. I left and went to this shop and I had cereal for lunch. Nicolas was there and him and his mates called me fat, but were like 'see that girl over there, she's fat' etc. I said ""look at those guys over there, aren't they ugly and retarded"". They asked how many boxes of some food I'd eaten today and I got annoyed and said that I'd had one bowl of cereal and I kept stuttering. I mentioned I'd had one bowl in the morning and ""one bowl now!"". I also had had a mint slice later. I went to the toilet and there were lots of toilet bowls, but they were all different and scattered around the room and there weren't any doors, instead you put this thing on your lap to cover you. I went to this one I liked at the far end, but there was some brown liquid on it."
"2603"	"(2009-01-18 (17)) I was in a building and then a Rottweiler was outside and was trying to get in. Mom decided to let it in, thinking that would cause less damage. I climbed up this ladder thing to go to a higher floor, but it just went to this small cage thing on a platform. I went back down and onto a desk. The dog ran up the steps and we tried to catch it, but the cage was too small. It turned out it was half human or something"
